dataset,variable_set,mode,config_id,source,target,frequency,mean_weight,median_weight,std_weight,appears_in_40_percent,appears_in_60_percent,appears_in_80_percent,forbidden_edge,required_edge,ontology_supported,in_synthetic_ground_truth,correct_direction
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,asset_growth_pct,renewable_energy_share,0.2,0.12704,0.0492,0.15613608935797,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,asset_growth_pct,roa_eat,0.2,0.0752799999999999,0.0098,0.131681181647189,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,asset_growth_pct,roe_eat,0.4,0.30478,0.0528,0.3685335827302581,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,asset_growth_pct,tobins_q,0.2,0.14306,0.109,0.102284986190545,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,asset_growth_pct,total_asset,0.2,0.1221799999999999,0.0609,0.1593573769864451,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,auditor_independence_score,board_strategy_esg_oversight_score,0.6,0.502,0.7045,0.4142212693718177,True,True,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,auditor_independence_score,ceo_chair_split,0.2,0.1533399999999999,0.0252,0.2566305016945569,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,auditor_independence_score,corruption_cases,0.6,0.53538,0.8044,0.4392025701199846,True,True,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,auditor_independence_score,green_financing_eur,0.2,0.11456,0.0116,0.1397189264201525,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,auditor_independence_score,overall_esg_score,0.2,0.1688,0.0413,0.2837217721642102,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,auditor_independence_score,pe_ratio,0.2,0.1261,0.0363,0.1558141842067018,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_diversity,ceo_chair_split,0.2,0.2186799999999999,0.1679,0.2283688455109409,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_diversity,corruption_cases,0.2,0.0865,0.0271,0.1165954887635023,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_diversity,overall_esg_score,0.4,0.23058,0.0843,0.2324032564315741,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_diversity,pe_ratio,0.2,0.1314,0.0531,0.1273291953952431,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_diversity,roa_eat,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_diversity,roe_eat,0.2,0.2021799999999999,0.1918,0.1166196964496135,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_diversity,tobins_q,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_strategy_esg_oversight_score,auditor_independence_score,0.4,0.39618,0.0687,0.4521366757961579,True,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_strategy_esg_oversight_score,board_diversity,0.2,0.1665,0.0618,0.2399018799426132,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_strategy_esg_oversight_score,ceo_chair_split,0.2,0.17796,0.0469,0.2487783077360242,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_strategy_esg_oversight_score,corruption_cases,0.2,0.20434,0.0229,0.3775780745753122,False,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_strategy_esg_oversight_score,emission_reduction_policy_score,0.2,0.08434,0.0177,0.138681471004601,False,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_strategy_esg_oversight_score,green_financing_eur,0.2,0.24762,0.1813,0.3116197195300708,False,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,board_strategy_esg_oversight_score,overall_esg_score,0.4,0.38544,0.0207,0.4533929448061582,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,ceo_chair_split,emission_reduction_policy_score,0.2,0.08964,0.0314,0.1293323099615869,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,community_investment_eur,injury_frequency_rate,0.2,0.087,0.0166,0.1460255731027959,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,community_investment_eur,scope_1_emissions_tco2e,0.2,0.10918,0.0394,0.1218942558121587,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,community_investment_eur,total_energy_consumption,0.2,0.1492399999999999,0.0413,0.2019917879518868,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,community_investment_eur,turnover_rate,0.2,0.0955999999999999,0.0343,0.1096694852727959,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,corruption_cases,auditor_independence_score,0.4,0.38348,0.0223,0.4534968242446688,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,corruption_cases,board_strategy_esg_oversight_score,0.6,0.4486800000000001,0.5643,0.3395118637102391,True,True,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,customer_satisfaction_score,diversity_representation,0.6,0.5052,0.5978,0.4324536090726958,True,True,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,customer_satisfaction_score,renewable_energy_share,0.2,0.08106,0.0208,0.123971554801898,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,customer_satisfaction_score,roa_eat,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,customer_satisfaction_score,roe_eat,0.4,0.2856,0.1075,0.2576438782505806,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,debt_to_equity_ratio,pe_ratio,0.2,0.1242799999999999,0.0561,0.1606988039781254,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,debt_to_equity_ratio,roe_eat,0.4,0.39894,0.0487,0.4617342291838455,True,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,debt_to_equity_ratio,tobins_q,0.4,0.3135,0.2678,0.3129030265114097,True,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,diversity_representation,customer_satisfaction_score,0.6,0.4497799999999999,0.3866,0.417176262028414,True,True,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,diversity_representation,roe_eat,0.2,0.1223399999999999,0.0904,0.1345949716742791,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,emission_reduction_policy_score,ceo_chair_split,0.2,0.0935999999999999,0.0543,0.1068539189735219,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,emission_reduction_policy_score,overall_esg_score,0.4,0.28018,0.2056,0.2855189829065661,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,emission_reduction_policy_score,pe_ratio,0.8,0.51714,0.49,0.3105890957519275,True,True,True,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,emission_reduction_policy_score,renewable_energy_share,0.4,0.3659799999999999,0.0214,0.4384923050636122,True,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,emission_reduction_policy_score,roa_eat,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,emission_reduction_policy_score,roe_eat,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,emission_reduction_policy_score,tobins_q,0.8,0.74626,0.8981,0.3668258475080511,True,True,True,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,environmental_fines,asset_growth_pct,0.4,0.29122,0.0337,0.3695395047894068,True,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,environmental_fines,debt_to_equity_ratio,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,environmental_fines,iso_14001_exists,0.2,0.12256,0.0124,0.221307773022097,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,environmental_fines,renewable_energy_share,0.2,0.09132,0.0342,0.1216305619488786,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,environmental_fines,roa_eat,0.2,0.2544,0.0137,0.3748010565620113,False,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,green_financing_eur,board_diversity,0.2,0.09738,0.0099,0.1279598437010611,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,green_financing_eur,board_strategy_esg_oversight_score,0.2,0.2322,0.0101,0.3724291986404932,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,green_financing_eur,injury_frequency_rate,0.2,0.0938,0.0462,0.1188385459352309,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,green_financing_eur,tobins_q,0.4,0.1436,0.0462,0.1433331085269554,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,injury_frequency_rate,community_investment_eur,0.2,0.15498,0.1075,0.143737405013448,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,injury_frequency_rate,scope_2_emissions_tco2e,0.2,0.1031599999999999,0.0305,0.1562708622872479,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,injury_frequency_rate,training_hours,0.6,0.52888,0.8336,0.4258457157234295,True,True,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,injury_frequency_rate,turnover_rate,0.4,0.3717,0.05,0.4297817399564574,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,iso_14001_exists,asset_growth_pct,0.2,0.14842,0.0839,0.1329431968925074,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,iso_14001_exists,environmental_fines,0.4,0.3411,0.157,0.3542932231923157,True,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,iso_14001_exists,pe_ratio,0.2,0.14154,0.1638,0.1062024029859965,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,iso_14001_exists,roa_eat,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,iso_14001_exists,roe_eat,0.2,0.30034,0.1453,0.3243044964227292,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,iso_14001_exists,scope_2_emissions_tco2e,0.2,0.16726,0.1429,0.0885170401674163,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,iso_14001_exists,tobins_q,1.0,1.0,1.0,0.0,True,True,True,False,True,True,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,overall_esg_score,auditor_independence_score,0.4,0.39398,0.0721,0.4211031009147285,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,overall_esg_score,board_strategy_esg_oversight_score,0.4,0.30868,0.0238,0.3826632012618929,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,overall_esg_score,ceo_chair_split,0.8,0.81258,0.979,0.3107417345642518,True,True,True,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,overall_esg_score,emission_reduction_policy_score,0.2,0.2444599999999999,0.0593,0.3514246240661003,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,overall_esg_score,roe_eat,0.2,0.1085199999999999,0.0821,0.108157928974255,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,overall_esg_score,total_energy_consumption,0.2,0.13092,0.0923,0.1079339872329379,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,pe_ratio,renewable_energy_share,0.2,0.1789,0.0312,0.2961128095844554,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,pe_ratio,roe_eat,0.2,0.0911999999999999,0.0197,0.1465289322966628,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,pe_ratio,tobins_q,0.4,0.30824,0.2615,0.3348783098380664,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,renewable_energy_share,emission_reduction_policy_score,0.4,0.38196,0.1565,0.4086560881719492,True,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,renewable_energy_share,pe_ratio,0.2,0.1191199999999999,0.0659,0.1175832709189534,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,renewable_energy_share,total_asset,0.2,0.13486,0.035,0.1911568842600234,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,roa_eat,asset_growth_pct,0.8,0.74854,0.9598,0.3680252850009086,True,True,True,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,roa_eat,environmental_fines,0.2,0.2250599999999999,0.0603,0.3172542866534666,False,False,False,False,False,False,False,False
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,roa_eat,pe_ratio,0.2,0.0980399999999999,0.0335,0.1196580561433286,False,False,False,False,False,False,True,True
synthetic_n2000,reduced,constrained,ep20_spcurrent_varsreduced_thr0.300,roa_eat,roe_eat,0.2,0.20964,0.0623,0.312909147197713,False,False,False,False,False,False,True,True
